song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,Cluster
Yaar Ki Khabar Mil Gai,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,08:27,Hindi,08-07-2009,0.5,0.34,0.165,0.414,-2.791,0.0565,127.97,1.0,8.0,0.0883,4.0,81.0,5481231.0,2
Salame Ishq Meri Jaan,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:51,Hindi,06-02-2017,0.66,0.414,0.013,0.408,-8.776,0.01,181.974,0.0,6.0,0.0626,4.0,28.0,5797425.0,0
Ek Do Teen Char,Alka Yagnik,/artist/alka-yagnik,07:37,Hindi,01-01-2010,0.12,0.39,0.296,0.444,-4.018,0.041,157.996,1.0,7.0,0.0471,4.0,95.0,3990585.0,4
Parbat Ke Peechhe,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,03:54,Hindi,09-11-2002,0.17,0.02,0.877,0.804,-5.348,0.04,183.294,1.0,1.0,0.077,4.0,62.0,10007704.0,4
Raat Akeli Hai Bujh Gaye Die,Asha Bhosle,/artist/asha-bhosle-1,05:17,Hindi,07-03-2008,0.68,0.3,0.548,0.148,-2.044,0.02,167.6,0.0,2.0,0.097,4.0,40.0,11088743.0,3
Zindagi Ek Safar Hai Suhana (Female),Asha Bhosle,/artist/asha-bhosle-1,02:28,Hindi,07-09-2021,0.63,0.52,0.747,0.237,-12.948,0.0954,182.078,0.0,11.0,0.01,4.0,89.0,9629292.0,3
Mere Dil Mein Aaj Kya Hai,Kishore Kumar,/artist/kishore-kumar,04:17,Hindi,10-07-2012,0.92,0.676,0.299,0.587,-10.649,0.0283,130.009,1.0,5.0,0.004,4.0,82.0,10896008.0,2
Bechara Dil Kya Kare,Asha Bhosle,/artist/asha-bhosle-1,03:01,Hindi,04-06-2012,0.79,0.462,0.199,0.073,-2.634,0.09,191.512,0.0,1.0,0.0,4.0,100.0,6935482.0,3
Tujhe Jeevan Ki Dor Se,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:21,Hindi,07-05-2009,0.75,0.42,0.027,0.383,-10.914,0.0908,127.99,0.0,1.0,0.09,4.0,61.0,4905268.0,1
Wadiyan Mera Daman (Male),Mohammed Rafi,/artist/mohammad-rafi,03:39,Hindi,12-10-2019,0.21,0.79,0.376,0.431,-7.307,0.088,157.964,0.0,3.0,0.03,4.0,99.0,6312611.0,1
Na Jane Kahan Se,Amit Kumar|Kavita Krishnamurthy,/artist/amit-kumar|/artist/kavita-subramaniam,06:08,Hindi,03-05-2000,0.02,0.027,0.803,0.779,-13.726,0.05,201.944,0.0,9.0,0.013,4.0,95.0,1963168.0,4
Dil Tera Diwana Hai Sanam,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,05:58,Hindi,06-07-2000,0.55,0.496,0.371,0.647,-9.411,0.057,184.448,1.0,1.0,0.068,4.0,48.0,5309369.0,0
Aaja Tujhko Pukare Mera Pyar,Mohammed Rafi,/artist/mohammad-rafi,05:28,Hindi,12-02-2001,0.26,0.73,0.014,0.908,-13.95,0.019,185.458,1.0,6.0,0.02,4.0,78.0,2195654.0,0
Mere Samnewali Khidki Mein,Kishore Kumar,/artist/kishore-kumar,02:52,Hindi,06-09-2008,0.09,0.23,0.153,1.0,-8.422,0.023,124.932,0.0,5.0,0.07,4.0,41.0,9453439.0,4
Auva Auva Koi Yahan Nache,Usha Uthup|Bappi Lahiri,/artist/usha-uthup|/artist/bappi-lahiri,05:31,Hindi,12-07-2009,0.37,0.349,0.27,0.93,-4.95,0.01,160.02,1.0,0.0,0.0137,4.0,36.0,389661.0,4
Kaun Disha Mein Leke Chala,Hemlata|Jaspal Singh,/artist/hemlata|/artist/jaspal-singh,06:52,Hindi,12-07-2015,0.58,0.23,0.349,0.148,-3.643,0.02,152.386,0.0,9.0,0.06,4.0,91.0,8328226.0,4
Bheegi Bheegi Raaton Mein,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,03:54,Hindi,05-03-2001,0.19,0.98,0.701,0.257,-12.08,0.0116,141.966,1.0,1.0,0.05,4.0,29.0,9777634.0,0
Main Ek Chor Tu Meri Rani,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:51,Hindi,12-04-2002,0.55,0.2,0.815,0.919,-11.208,0.0587,195.878,1.0,0.0,0.025,4.0,43.0,1338797.0,3
Sawan Ko Aane Do,Jaspal Singh|Kalyani Mitra,/artist/jaspal-singh|/artist/kalyani-mitra,04:00,Hindi,04-08-2002,0.93,0.028,0.934,0.98,-6.523,0.0648,159.686,0.0,6.0,0.02,4.0,59.0,4396117.0,3
O Mungada Mungada,Usha Mangeshkar,/artist/usha-mangeshkar-2,03:11,Hindi,11-04-2005,0.11,0.315,0.492,0.173,-6.607,0.069,191.954,0.0,6.0,0.08,4.0,58.0,827446.0,4
Mere Mehboob Qayamat Hogi (Part 2),Kishore Kumar,/artist/kishore-kumar,02:05,Hindi,02-07-2012,0.78,0.24,0.771,0.434,-9.401,0.0757,173.78,0.0,10.0,0.054,4.0,93.0,1744559.0,3
Aaj Subah Jab Main Jaga,Lata Mangeshkar|Mohammad Aziz,/artist/lata-mangeshkar|/artist/mohammad-aziz,07:43,Hindi,07-08-2008,0.08,0.89,0.482,0.194,-8.858,0.02,151.901,1.0,6.0,0.051,4.0,98.0,986623.0,0
Achha To Hum Chalte Hain,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:58,Hindi,08-07-2011,0.73,0.14,0.351,0.849,-11.106,0.0421,207.934,1.0,10.0,0.01,4.0,52.0,5939910.0,3
Ajnabi Kaun Ho Tum,Lata Mangeshkar,/artist/lata-mangeshkar,05:02,Hindi,02-08-2012,0.31,1.0,0.239,0.453,-13.964,0.0769,113.958,0.0,10.0,0.0034,4.0,70.0,2444713.0,1
Chalte Chalte Yun Hi Koi,Lata Mangeshkar,/artist/lata-mangeshkar,05:53,Hindi,06-09-2003,0.87,0.414,0.704,0.368,-10.216,0.01,209.984,0.0,4.0,0.035,4.0,48.0,5592229.0,0
Jawani O Diwani Tu Zindabad,Kishore Kumar,/artist/kishore-kumar,04:48,Hindi,03-02-2007,0.39,0.59,0.626,0.781,-8.391,0.0027,189.39,0.0,5.0,0.026,4.0,70.0,11115663.0,0
Main Tere Ishq Mein,Lata Mangeshkar,/artist/lata-mangeshkar,04:46,Hindi,12-03-2016,0.66,0.95,0.849,0.696,-8.183,0.0428,185.532,0.0,10.0,0.037,4.0,34.0,5715969.0,0
Hum Aap Ki Ankhon Mein,Geeta Dutt|Mohammed Rafi,/artist/geeta-dutt|/artist/mohammad-rafi,04:04,Hindi,03-06-2023,0.64,0.36,0.694,0.625,-5.606,0.03,142.019,0.0,5.0,0.03,4.0,48.0,2505981.0,2
Kabhi Bekasi Ne Mara,Kishore Kumar,/artist/kishore-kumar,07:05,Hindi,07-04-2008,0.0,0.43,0.585,0.151,-10.808,0.0768,152.704,1.0,1.0,0.016,4.0,48.0,3744200.0,1
I Am A Disco Dancer,Vijay Benedict,/artist/vijay-benedict,07:48,Hindi,01-02-2019,0.88,0.867,0.689,0.296,-7.171,0.02,192.0,1.0,7.0,0.0867,4.0,94.0,1619528.0,0
I Am In Love Aashiq Hoon Baharon Ka,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,07:10,Hindi,07-08-2009,0.44,0.35,0.143,0.548,-8.521,0.04,174.558,1.0,1.0,0.0,4.0,91.0,10759303.0,4
Megha Chhaye Aadhi Raat,Lata Mangeshkar,/artist/lata-mangeshkar,04:14,Hindi,10-05-2016,0.62,0.495,0.86,0.296,-12.349,0.087,183.104,1.0,2.0,0.036,4.0,46.0,1938733.0,3
Intaha Ho Gai Intezar Ki,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,08:49,Hindi,04-04-2007,0.52,0.794,0.667,0.181,-7.496,0.093,122.021,0.0,6.0,0.025,4.0,37.0,629316.0,1
Dard-E-Dil Dard-E-Jigar,Mohammed Rafi,/artist/mohammad-rafi,06:57,Hindi,04-08-2020,0.7,0.357,0.22,0.668,-9.881,0.0695,174.163,1.0,1.0,0.1,4.0,52.0,3874529.0,3
Agar Tum Mil Jao,Shreya Ghoshal,/artist/shreya-ghoshal,06:00,Hindi,06-04-2008,1.0,0.145,0.251,0.029,-10.264,0.05,191.012,0.0,9.0,0.01,4.0,57.0,8754103.0,3
Ek Rasta Do Rahi,Kishore Kumar|Mohammed Rafi,/artist/kishore-kumar|/artist/mohammad-rafi,05:29,Hindi,07-09-2006,0.48,0.18,0.674,0.784,-3.389,0.073,127.956,1.0,7.0,0.0988,4.0,81.0,4952862.0,2
Mere Desh Ki Dharti,Mahendra Kapoor,/artist/mahendra-kapoor,07:09,Hindi,10-09-2015,0.38,0.683,0.794,0.752,-10.338,0.0036,138.842,1.0,9.0,0.03,4.0,47.0,311713.0,2
Chupke Chupke Raat Din,Ghulam Ali,/artist/ghulam-ali,07:49,Hindi,07-02-2001,0.02,0.59,0.883,0.555,-13.096,0.088,125.011,0.0,11.0,0.0832,4.0,39.0,5472.0,1
Mera Pyar Bhi Tu Hai,Mukesh|Suman Kalyanpur,/artist/mukesh|/artist/suman-kalyanpur,04:22,Hindi,12-01-2006,0.9,0.66,0.006,0.062,-5.696,0.04,199.286,0.0,1.0,0.01,4.0,48.0,6629825.0,0
Goriya Re Goriya,Lata Mangeshkar|Jolly Mukherjee,/artist/lata-mangeshkar|/artist/jolly-mukherjee-1,04:55,Hindi,08-08-2001,0.6,0.219,0.971,0.075,-9.08,0.03,107.545,0.0,4.0,0.0737,4.0,66.0,5297470.0,2
Ham Tere Pyar Mein,Lata Mangeshkar,/artist/lata-mangeshkar,04:47,Hindi,04-01-2021,0.16,0.51,0.329,0.051,-4.552,0.073,166.31,1.0,0.0,0.069,4.0,82.0,4394692.0,1
Holi Ayee Re,Lata Mangeshkar|Kishore Kumar|Mahendra Kapoor,/artist/lata-mangeshkar|/artist/kishore-kumar|/artist/mahendra-kapoor,05:31,Hindi,11-04-2009,0.14,0.007,0.497,0.72,-3.03,0.023,178.394,1.0,7.0,0.047,4.0,99.0,9521857.0,4
Tu Is Tarah Se,Hemlata,/artist/hemlata,07:34,Hindi,06-01-2006,0.88,0.329,0.558,0.052,-3.532,0.0938,108.97,0.0,10.0,0.043,4.0,48.0,4621917.0,2
Zindagi Pyar Ka Geet Hai (Female),Lata Mangeshkar,/artist/lata-mangeshkar,05:32,Hindi,11-04-2016,0.66,0.59,0.709,0.277,-8.183,0.1,185.92,1.0,11.0,0.092,4.0,25.0,4205034.0,3
Liya Liya Chura Liya (Part 1) Recreated,Anousha Manchandani,/artist/anousha-manchandani-3,03:35,Hindi,02-07-2020,0.78,0.64,0.995,0.419,-13.423,0.0181,174.558,0.0,10.0,0.036,4.0,67.0,2932257.0,0
Tumne Mujhe Dekha Hokar Meherban,Mohammed Rafi,/artist/mohammad-rafi,04:38,Hindi,03-03-2002,0.69,0.11,0.03,0.878,-4.306,0.033,125.968,1.0,1.0,0.007,4.0,27.0,6574292.0,2
Jhuki Jhuki Si Nazar,Jagjit Singh,/artist/jagjeet-singh-1,05:02,Hindi,05-08-2013,0.29,0.7,0.975,0.348,-11.427,0.044,173.994,0.0,5.0,0.0793,4.0,63.0,110661.0,0
Gazar Ne Kiya Hai Ishara,Alka Yagnik|Sadhana Sargam|Sapna Mukherjee,/artist/alka-yagnik|/artist/sadhana-sargam-1|/artist/sapna-mukherjee,06:39,Hindi,12-06-2020,0.49,0.08,0.498,0.875,-12.308,0.05,187.882,0.0,11.0,0.0693,4.0,31.0,9391712.0,4
Phir Wohi Raat Hai Khwab Ki,Kishore Kumar,/artist/kishore-kumar,04:28,Hindi,01-01-2011,0.32,0.294,0.284,0.803,-12.162,0.015,115.98,1.0,0.0,0.062,4.0,26.0,1472225.0,4
Hum To Tere Aashiq Hain,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,06:03,Hindi,10-08-2010,0.18,0.34,0.136,0.224,-12.395,0.0191,189.02,0.0,11.0,0.054,4.0,61.0,4703831.0,4
Meri Sanson Mein,Udit Narayan,/artist/udit-narayan,07:39,Hindi,11-02-2016,0.93,0.179,0.72,0.239,-3.613,0.02,123.055,0.0,1.0,0.0252,4.0,25.0,4957895.0,2
Main Teri Hoon Janam,Sadhana Sargam,/artist/sadhana-sargam-1,04:50,Hindi,07-01-2011,0.17,0.92,0.501,0.233,-6.13,0.002,187.24,0.0,7.0,0.066,4.0,61.0,7528753.0,0
Dil Kya Kare,Kishore Kumar,/artist/kishore-kumar,06:48,Hindi,03-10-2018,0.36,0.612,0.752,0.179,-11.563,0.0624,120.003,1.0,11.0,0.0229,4.0,50.0,2461808.0,1
Rimjhim Gire Sawan (Female),Lata Mangeshkar,/artist/lata-mangeshkar,03:13,Hindi,02-02-2005,0.53,0.01,0.855,0.289,-2.705,0.029,171.898,1.0,1.0,0.0619,4.0,77.0,1192349.0,4
Din Sara Guzara Tore Angana,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:29,Hindi,11-08-2018,0.45,0.98,0.922,0.792,-12.527,0.0057,189.649,1.0,9.0,0.07,4.0,63.0,8155855.0,0
Chandni Raat Mein,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:32,Hindi,08-03-2013,0.55,0.95,0.374,0.593,-2.898,0.06,192.252,1.0,1.0,0.026,4.0,64.0,5626385.0,0
Na Mangun Sona Chandi,Manna Dey|Shailender Singh,/artist/manna-dey|/artist/shailender-singh,04:38,Hindi,05-04-2022,0.42,0.095,0.287,0.344,-8.964,0.028,200.046,1.0,7.0,0.034,4.0,90.0,6226538.0,4
Aajkal Paon Zaamin Par Nahin Padte,Lata Mangeshkar,/artist/lata-mangeshkar,05:29,Hindi,02-12-2002,0.21,0.653,0.674,0.349,-4.31,0.0209,145.139,0.0,11.0,0.08,4.0,43.0,680328.0,4
Teri Hai Zameen Tera Aasman,Padmini Kolhapure|Sushma Shrestha,/artist/padmini-kolhapure|/artist/sushma-shrestha,05:05,Hindi,12-01-2006,0.37,0.532,0.767,0.929,-11.416,0.086,186.734,1.0,7.0,0.0054,4.0,31.0,1508215.0,3
Neela Aasman So Gaya,Amitabh Bachchan,/artist/amitabh-bachchan,04:34,Hindi,10-04-2023,0.45,0.664,0.236,0.851,-13.655,0.05,202.038,1.0,1.0,0.06,4.0,61.0,5836305.0,0
Kya Ghazab Karte Ho Ji,Asha Bhosle,/artist/asha-bhosle-1,03:25,Hindi,01-09-2020,0.24,0.29,0.836,0.537,-7.984,0.02,119.002,0.0,0.0,0.05,4.0,48.0,4555961.0,4
Ho Gayi Hai Mohabbat,Aslam,/artist/aslam,04:06,Hindi,06-05-2012,0.54,0.2,0.631,0.198,-7.646,0.086,127.975,1.0,0.0,0.057,4.0,64.0,9065388.0,3
Khilona Jan Kar Tum To,Mohammed Rafi,/artist/mohammad-rafi,04:09,Hindi,10-09-2018,0.8,0.81,0.472,0.881,-4.842,0.0638,179.128,1.0,1.0,0.08,4.0,87.0,6894915.0,0
De De Pyar De (Male),Kishore Kumar,/artist/kishore-kumar,05:47,Hindi,08-02-2022,0.1,0.76,0.027,0.947,-9.108,0.06,161.988,0.0,2.0,0.0939,4.0,63.0,686717.0,1
Tum Roothi Raho,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,04:43,Hindi,11-05-2016,0.47,0.03,0.405,0.166,-4.895,0.021,180.002,0.0,11.0,0.07,4.0,61.0,8716864.0,4
Sachchai Chhup Nahin Sakti,Kishore Kumar,/artist/kishore-kumar,04:35,Hindi,10-12-2015,0.97,0.607,0.476,0.698,-8.742,0.0333,173.922,1.0,8.0,0.08,4.0,67.0,3738939.0,0
Ek Din Bik Jayega Mati Ke Mol (Happy),Mukesh,/artist/mukesh,05:38,Hindi,06-04-2010,0.8,0.802,0.566,0.607,-10.037,0.051,129.059,0.0,4.0,0.0793,4.0,81.0,5945241.0,2
Panna Ki Tamanna Hai,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:49,Hindi,03-02-2002,0.99,0.332,0.155,0.843,-8.042,0.016,209.994,1.0,8.0,0.02,4.0,39.0,1804355.0,0
Aap Ke Aa Jane Se,Mohammad Aziz|Sadhana Sargam,/artist/mohammad-aziz|/artist/sadhana-sargam-1,07:13,Hindi,03-09-2012,0.43,0.72,0.475,0.193,-12.366,0.057,163.996,0.0,11.0,0.085,4.0,68.0,7359315.0,1
Itna Na Mujhse Tu Pyar Badha,Lata Mangeshkar|Talat Mahmood,/artist/lata-mangeshkar|/artist/talat-mahmood,03:55,Hindi,01-10-2004,0.82,0.15,0.66,0.348,-7.699,0.014,181.13,1.0,8.0,0.07,4.0,96.0,3577469.0,3
Main Pyar Ka Rahi Hoon,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,03:18,Hindi,01-04-2019,0.93,0.36,0.041,0.795,-7.009,0.05,133.107,0.0,4.0,0.03,4.0,78.0,165987.0,2
Aankhon Mein Tum Ho,Kumar Sanu|Alka Yagnik,/artist/kumar-sanu|/artist/alka-yagnik,04:56,Hindi,01-05-2018,0.94,0.305,0.653,0.478,-10.782,0.097,168.131,0.0,10.0,0.04,4.0,71.0,5640774.0,3
Yeh Dil Aur Unki Nigahon Ke Saye,Lata Mangeshkar,/artist/lata-mangeshkar,06:15,Hindi,03-01-2012,0.64,0.87,0.433,0.546,-5.602,0.071,180.722,1.0,11.0,0.066,4.0,44.0,10199258.0,0
Tu Mere Sapnon Ki Rani Banegi,Mohammed Rafi,/artist/mohammad-rafi,05:42,Hindi,11-08-2013,0.58,0.725,0.466,0.355,-7.702,0.04,206.01,0.0,4.0,0.08,4.0,97.0,10683419.0,0
Dost Dost Na Raha Pyar Pyar Na Raha,Mukesh,/artist/mukesh,05:46,Hindi,06-01-2007,0.39,0.759,0.09,0.586,-7.456,0.083,147.997,0.0,11.0,0.046,4.0,53.0,8279026.0,1
Yeh Jeevan Hai,Kishore Kumar,/artist/kishore-kumar,03:54,Hindi,08-06-2004,0.19,0.28,0.098,0.801,-13.836,0.07,136.041,1.0,4.0,0.07,4.0,100.0,2165581.0,1
Ankhon Men Humne Aapke Sapne (Duet),Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:47,Hindi,08-04-2006,0.08,0.2,0.863,0.618,-13.553,0.0505,159.994,1.0,6.0,0.053,4.0,69.0,9456909.0,4
Yeh Dil Diwana Hai,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:45,Hindi,10-09-2015,0.4,0.113,0.591,0.264,-3.241,0.005,153.954,0.0,6.0,0.09,4.0,30.0,5516906.0,4
Dance Dance,Salma Agha,/artist/salma-agha,05:39,Hindi,08-07-2023,0.11,0.645,0.514,0.338,-11.248,0.001,144.047,0.0,9.0,0.0495,4.0,41.0,6126360.0,4
Mora Gora Ang Laile,Lata Mangeshkar,/artist/lata-mangeshkar,03:17,Hindi,11-07-2010,0.91,0.586,0.351,0.776,-13.931,0.09,169.852,0.0,8.0,0.02,4.0,57.0,7393419.0,3
Pyar Mein Kabhi Kabhi,Lata Mangeshkar|Shailendra Singh,/artist/lata-mangeshkar|/artist/shailendra-singh,05:21,Hindi,11-02-2024,0.36,0.07,0.944,0.364,-4.223,0.0868,116.371,1.0,9.0,0.04,4.0,45.0,8215350.0,3
Aur Is Dil Mein (Female),Asha Bhosle,/artist/asha-bhosle-1,05:51,Hindi,12-02-2022,0.75,0.81,0.101,0.936,-4.967,0.069,169.977,1.0,2.0,0.03,4.0,37.0,4910439.0,0
Aane Se Uske Aaye Bahar (Part 1),Mohammed Rafi,/artist/mohammad-rafi,04:07,Hindi,10-01-2016,0.88,0.32,0.572,0.119,-2.674,0.0002,160.058,0.0,10.0,0.02,4.0,72.0,5794920.0,2
Tu Bhi Beqaraar,Asha Bhosle|Mohammad Aziz,/artist/asha-bhosle-1|/artist/mohammad-aziz,06:35,Hindi,05-10-2014,0.8,0.61,0.814,0.905,-7.276,0.09,157.032,1.0,2.0,0.07,4.0,87.0,5702040.0,3
Tera Mera Pyar Amar,Lata Mangeshkar,/artist/lata-mangeshkar,03:12,Hindi,08-02-2019,0.17,0.308,0.344,0.127,-11.709,0.001,208.098,1.0,5.0,0.046,4.0,93.0,9122006.0,4
Mere Hathon Men Nau Nau Churiyan,Lata Mangeshkar,/artist/lata-mangeshkar,05:46,Hindi,01-01-2012,0.92,0.98,0.856,0.076,-9.871,0.07,110.0,0.0,6.0,0.0502,4.0,93.0,10390378.0,2
Yaad Aa Raha Hai,Bappi Lahiri,/artist/bappi-lahiri,06:23,Hindi,12-08-2020,0.54,0.12,0.393,0.386,-8.914,0.06,127.894,1.0,10.0,0.0974,4.0,43.0,10647583.0,2
Aa Ab Laut Chalen,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,04:27,Hindi,04-02-2022,0.6,0.157,0.235,0.863,-11.439,0.02,190.836,1.0,1.0,0.089,4.0,38.0,120925.0,4
Mat Poochh Mere Mehboob,Kumar Sanu|Sadhana Sargam|Mukul Agarwal,/artist/kumar-sanu|/artist/sadhana-sargam-1|/artist/mukul-agarwal,08:36,Hindi,06-02-2017,0.65,0.585,0.181,0.234,-3.097,0.037,186.057,1.0,1.0,0.0288,4.0,76.0,5250159.0,0
Sajan Re Jhoot Mat Bolo,Mukesh,/artist/mukesh,03:43,Hindi,10-01-2020,0.69,0.28,0.495,0.89,-13.346,0.01,205.954,0.0,4.0,0.0072,4.0,88.0,8480791.0,0
Bahut Door Mujhe Chale Jana Hai,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:41,Hindi,02-08-2009,0.7,0.09,0.447,0.074,-6.982,0.09,144.005,0.0,6.0,0.013,4.0,67.0,3026227.0,3
Aye Bekhabar,K.K.,/artist/kk,05:43,Hindi,06-10-2015,0.23,0.048,0.238,0.452,-2.354,0.06,180.438,1.0,7.0,0.087,4.0,27.0,9253291.0,4
Loote Koi Man Ka Nagar,Lata Mangeshkar|Manhar Udhas,/artist/lata-mangeshkar|/artist/manhar-udhas,04:35,Hindi,04-07-2013,0.02,0.15,0.402,0.874,-6.811,0.002,149.937,0.0,9.0,0.0369,4.0,42.0,6012641.0,4
Hum Dono Do Premi,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:08,Hindi,05-04-2002,0.4,0.44,0.407,0.088,-8.655,0.083,165.774,1.0,6.0,0.0718,4.0,46.0,1109705.0,3
O Ghata Sanwari,Lata Mangeshkar,/artist/lata-mangeshkar,05:49,Hindi,09-09-2005,0.49,0.11,0.183,0.339,-3.334,0.01,151.913,1.0,2.0,0.033,4.0,44.0,2822122.0,4
Duniya Mein Logon Ko,Asha Bhosle|R. D. Burman,/artist/asha-bhosle-1|/artist/r-d-burman,05:54,Hindi,01-04-2016,0.6,0.53,0.996,0.235,-6.28,0.0194,175.98,1.0,0.0,0.03,4.0,92.0,11181950.0,0
Tasveer Teri Dil Mein,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:26,Hindi,01-10-2018,0.57,0.965,0.11,0.623,-5.184,0.019,172.824,0.0,10.0,0.1,4.0,25.0,9357831.0,0
Aanewala Pal Janewala Hai,Kishore Kumar,/artist/kishore-kumar,04:42,Hindi,12-02-2023,1.0,0.278,0.072,0.255,-5.456,0.023,107.853,1.0,1.0,0.014,4.0,61.0,876068.0,2
Hum Bewafa Hargiz Na Thay (Happy),Kishore Kumar,/artist/kishore-kumar,02:08,Hindi,05-07-2002,0.3,0.92,0.104,0.08,-6.942,0.058,131.092,0.0,6.0,0.1,4.0,95.0,6461941.0,1
Hui Sham Unka Khayal Aa Gaya,Mohammed Rafi,/artist/mohammad-rafi,04:36,Hindi,04-11-2021,0.44,0.516,0.85,0.948,-11.049,0.0224,196.762,1.0,6.0,0.023,4.0,49.0,160734.0,0
Kate Nahin Kat Te,Kishore Kumar|Alisha Chinai,/artist/kishore-kumar|/artist/alisha-chinai,06:37,Hindi,11-10-2012,0.44,0.65,0.465,0.86,-7.138,0.0846,196.036,0.0,11.0,0.0047,4.0,58.0,3469840.0,0
Koi Yeh Kaise Bataye,Jagjit Singh,/artist/jagjeet-singh-1,03:17,Hindi,11-07-2022,0.92,0.17,0.464,0.076,-8.459,0.0637,180.964,1.0,11.0,0.0671,4.0,58.0,7422724.0,3
Wada Karo,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:14,Hindi,01-07-2000,0.11,0.37,0.031,0.374,-5.096,0.0008,190.02,0.0,4.0,0.027,4.0,64.0,3660548.0,4
Yeh Mera Prem Patra,Mohammed Rafi,/artist/mohammad-rafi,04:25,Hindi,02-01-2024,0.42,0.649,0.099,0.578,-12.115,0.0058,106.923,1.0,0.0,0.029,4.0,29.0,2553847.0,2
Main Teri Dushman Dushman Tu,Lata Mangeshkar,/artist/lata-mangeshkar,07:01,Hindi,01-03-2019,0.47,0.692,0.095,0.488,-8.057,0.0682,165.854,0.0,10.0,0.05,4.0,46.0,3102080.0,1
O Maria,Asha Bhosle|S. P. Balasubrahmanyam,/artist/asha-bhosle-1|/artist/s-p-balasubrahamanyam,06:34,Hindi,05-09-2005,0.45,0.462,0.629,0.18,-3.225,0.087,198.084,0.0,9.0,0.04,4.0,88.0,9691086.0,3
Main Chali Main Chali,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,03:05,Hindi,05-10-2020,0.67,0.43,0.223,0.543,-4.566,0.098,104.961,0.0,7.0,0.097,4.0,46.0,1702772.0,1
Kahin Na Kahin Dil Lagana Padega,Mohammed Rafi,/artist/mohammad-rafi,04:56,Hindi,08-01-2010,0.2,0.93,0.684,0.824,-5.673,0.019,199.838,0.0,10.0,0.0956,4.0,30.0,8995586.0,0
Kajra Lagake Gajra Sajake,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:46,Hindi,07-02-2021,0.46,0.515,0.764,0.35,-6.991,0.08,177.87,0.0,1.0,0.0968,4.0,27.0,4503901.0,3
Har Ek Muskurahat,Alka Yagnik,/artist/alka-yagnik,05:41,Hindi,09-08-2012,0.51,0.59,0.294,0.802,-12.841,0.034,187.45,0.0,11.0,0.06,4.0,61.0,3982250.0,0
Zindagi Imtihan Leti Hai,Dr.Kamlesh Avastathi|Anwar|Suman Kalyanpur,/artist/drkamlesh-avastathi|/artist/anwar|/artist/suman-kalyanpur,06:05,Hindi,04-04-2011,0.25,0.68,0.851,0.624,-9.155,0.025,199.736,1.0,2.0,0.07,4.0,47.0,3169178.0,0
Surmayee Ankhiyon Mein (Happy Version),K J Yesudas|Ilaiyaraaja,/artist/k-j-yesudas|/artist/iiaiyaraaja,04:36,Hindi,06-12-2008,0.17,0.84,0.64,0.73,-2.287,0.048,184.064,0.0,8.0,0.0562,4.0,41.0,9228404.0,0
Tum Bin Jaoon Kahan (Part 2),Kishore Kumar,/artist/kishore-kumar,03:31,Hindi,04-03-2022,0.88,0.675,0.617,0.621,-7.363,0.1,181.978,0.0,11.0,0.08,4.0,91.0,43279.0,3
